config_hash,experiment,source,target,classifier,strategy,seed,budget,run_type,macro_f1,accuracy,n_source_train,n_target_labeled,n_target_val,n_pseudo,chosen_C,val_score,tuning,fit_seconds
27139c325d,pilot,books,electronics,logreg,uncertainty,2,500,target_only,0.9662115128013002,0.96625,0,500,0,0,1.0,0.9380283682905043,budget_cv,0.048
27139c325d,pilot,books,electronics,logreg,self_training,0,0,uda_self_training,0.3277310924369748,0.4875,2000,0,0,242,0.1,0.9498939756524807,source_val_fallback,0.052
27139c325d,pilot,books,electronics,logreg,self_training,0,50,transfer,0.9649629921604694,0.965,2000,50,0,242,10.0,1.0,budget_cv,0.134
27139c325d,pilot,books,electronics,logreg,self_training,0,50,target_only,0.9637086618976929,0.96375,0,50,0,242,0.1,1.0,budget_cv,0.047
27139c325d,pilot,books,electronics,logreg,self_training,0,100,transfer,0.9637086618976929,0.96375,2000,100,0,242,1.0,0.9796101202107876,budget_cv,0.127
27139c325d,pilot,books,electronics,logreg,self_training,0,100,target_only,0.962454006157543,0.9625,0,100,0,242,0.1,0.9796101202107876,budget_cv,0.048
27139c325d,pilot,books,electronics,logreg,self_training,0,250,transfer,0.9624662195976379,0.9625,2000,250,0,242,1.0,0.9799600887816942,budget_cv,0.149
27139c325d,pilot,books,electronics,logreg,self_training,0,250,target_only,0.9662115128013002,0.96625,0,250,0,242,0.1,0.9799600887816942,budget_cv,0.042
27139c325d,pilot,books,electronics,logreg,self_training,0,500,transfer,0.9312498925779572,0.93125,2000,500,0,242,0.1,0.9819828531762073,budget_cv,0.147
27139c325d,pilot,books,electronics,logreg,self_training,0,500,target_only,0.9662115128013002,0.96625,0,500,0,242,0.1,0.979987146338131,budget_cv,0.056
27139c325d,pilot,books,electronics,logreg,self_training,1,0,uda_self_training,0.3277310924369748,0.4875,2000,0,0,242,0.1,0.9498939756524807,source_val_fallback,0.047
27139c325d,pilot,books,electronics,logreg,self_training,1,50,transfer,0.9499887474681803,0.95,2000,50,0,242,10.0,0.9587997142176709,budget_cv,0.137
27139c325d,pilot,books,electronics,logreg,self_training,1,50,target_only,0.9624603487433602,0.9625,0,50,0,242,0.1,0.9803921568627452,budget_cv,0.042
27139c325d,pilot,books,electronics,logreg,self_training,1,100,transfer,0.9549862145281993,0.955,2000,100,0,242,10.0,0.949566156017769,budget_cv,0.142
27139c325d,pilot,books,electronics,logreg,self_training,1,100,target_only,0.9612121212121212,0.96125,0,100,0,242,0.1,0.9495281928038096,budget_cv,0.045
27139c325d,pilot,books,electronics,logreg,self_training,1,250,transfer,0.9637086618976929,0.96375,2000,250,0,242,1.0,0.959971768988611,budget_cv,0.144
27139c325d,pilot,books,electronics,logreg,self_training,1,250,target_only,0.9649629921604694,0.965,0,250,0,242,0.1,0.9639372086726752,budget_cv,0.061
27139c325d,pilot,books,electronics,logreg,self_training,1,500,transfer,0.9624662195976379,0.9625,2000,500,0,242,0.1,0.9719574079964515,budget_cv,0.146
27139c325d,pilot,books,electronics,logreg,self_training,1,500,target_only,0.9662115128013002,0.96625,0,500,0,242,10.0,0.9659607605594447,budget_cv,0.055
27139c325d,pilot,books,electronics,logreg,self_training,2,0,uda_self_training,0.3277310924369748,0.4875,2000,0,0,242,0.1,0.9498939756524807,source_val_fallback,0.045
27139c325d,pilot,books,electronics,logreg,self_training,2,50,transfer,0.5087719298245614,0.5975,2000,50,0,242,1.0,0.8782822440717176,budget_cv,0.126
27139c325d,pilot,books,electronics,logreg,self_training,2,50,target_only,0.9586957235992922,0.95875,0,50,0,242,0.1,0.9187584345479083,budget_cv,0.04
27139c325d,pilot,books,electronics,logreg,self_training,2,100,transfer,0.9637145650048875,0.96375,2000,100,0,242,10.0,0.9598287531043699,budget_cv,0.136
27139c325d,pilot,books,electronics,logreg,self_training,2,100,target_only,0.9624603487433602,0.9625,0,100,0,242,0.1,0.9598287531043699,budget_cv,0.052
27139c325d,pilot,books,electronics,logreg,self_training,2,250,transfer,0.9662115128013002,0.96625,2000,250,0,242,1.0,0.9599472462140874,budget_cv,0.142
27139c325d,pilot,books,electronics,logreg,self_training,2,250,target_only,0.9662115128013002,0.96625,0,250,0,242,0.1,0.9559323490778767,budget_cv,0.041
27139c325d,pilot,books,electronics,logreg,self_training,2,500,transfer,0.9637023025569538,0.96375,2000,500,0,242,10.0,0.9660081287535216,budget_cv,0.166
27139c325d,pilot,books,electronics,logreg,self_training,2,500,target_only,0.9662115128013002,0.96625,0,500,0,242,0.1,0.9660031103965488,budget_cv,0.051
27139c325d,pilot,electronics,books,logreg,random,0,0,source_only,0.7572435885403959,0.7575,2000,0,0,0,0.1,0.9679994879918079,source_val_fallback,0.03
27139c325d,pilot,electronics,books,logreg,random,0,50,transfer,0.9522825875394767,0.9525,2000,50,0,0,10.0,1.0,budget_cv,0.105
27139c325d,pilot,electronics,books,logreg,random,0,50,target_only,0.9510510684830067,0.95125,0,50,0,0,0.1,1.0,budget_cv,0.042
27139c325d,pilot,electronics,books,logreg,random,0,100,transfer,0.9585541033792535,0.95875,2000,100,0,0,10.0,0.9788461538461538,budget_cv,0.115
27139c325d,pilot,electronics,books,logreg,random,0,100,target_only,0.9573464472099558,0.9575,0,100,0,0,0.1,0.9895536562203229,budget_cv,0.048
27139c325d,pilot,electronics,books,logreg,random,0,250,transfer,0.96359019509064,0.96375,2000,250,0,0,1.0,0.9836193688659648,budget_cv,0.123
27139c325d,pilot,electronics,books,logreg,random,0,250,target_only,0.959843137254902,0.96,0,250,0,0,0.1,0.9796050319484021,budget_cv,0.041
27139c325d,pilot,electronics,books,logreg,random,0,500,transfer,0.9623529411764706,0.9625,2000,500,0,0,1.0,0.9799098411167376,budget_cv,0.134
